LOCATION,short_rate(t),term_rate(t),short_rate(t+5y),term_rate(t+5y)
POL,5.880000,5.700000,2.710000,4.416667
POL,4.860000,5.460000,2.710000,4.420000
POL,4.510000,5.970000,2.710000,4.470000
POL,4.170000,6.223182,2.710000,4.250000
POL,4.300000,6.190000,2.720000,4.100000
POL,4.620000,6.314000,2.720000,3.800476
POL,4.440000,6.340000,2.680000,3.540000
POL,4.170000,6.190000,2.670000,3.340000
POL,4.180000,6.080000,2.590000,3.360000
POL,4.180000,6.170000,2.280000,3.100900
POL,4.180000,6.150000,1.960000,2.720000
POL,4.190000,6.140000,2.060000,2.540000
POL,4.270000,6.220000,2.060000,2.553158
POL,4.190000,6.130000,2.000000,2.211000
POL,4.150000,6.090000,1.810000,2.196000
POL,4.100000,5.720000,1.650000,2.325454
POL,3.860000,5.570000,1.650000,2.367500
POL,3.860000,5.720000,1.680000,2.820000
POL,3.870000,5.870000,1.720000,3.190000
POL,3.820000,5.840000,1.720000,3.160000
POL,3.810000,5.620000,1.720000,2.881905
POL,3.840000,5.490000,1.730000,2.910909
POL,3.850000,5.530000,1.730000,2.660909
POL,3.880000,5.820000,1.730000,2.726000
POL,3.950000,5.980000,1.720000,2.957000
POL,4.090000,6.260000,1.700000,2.996842
POL,4.150000,6.260000,1.680000,3.030000
POL,4.200000,6.270000,1.670000,2.890000
POL,4.300000,6.140000,1.670000,2.952857
POL,4.450000,6.060000,1.680000,3.040000
POL,4.690000,5.880000,1.710000,3.110000
POL,4.710000,5.810000,1.710000,2.888572
POL,4.720000,5.700000,1.710000,2.710000
POL,4.760000,5.740000,1.710000,2.850000
POL,4.910000,5.710000,1.720000,3.010000
POL,4.970000,5.797000,1.730000,3.410000
POL,4.990000,5.840000,1.730000,3.540000
POL,4.990000,5.680000,1.730000,3.680000
POL,4.974700,5.455700,1.730000,3.810000
POL,4.940000,5.370000,1.730000,3.660000
POL,4.950000,5.485700,1.730000,3.420000
POL,5.110000,5.410000,1.730000,3.350000
POL,5.130000,5.240000,1.730000,3.190000
POL,5.110000,4.990000,1.730000,3.300000
POL,5.040000,4.880000,1.730000,3.330000
POL,4.920000,4.850000,1.730000,3.260000
POL,4.730000,4.570000,1.730000,3.380000
POL,4.490000,4.180000,1.730000,3.390000
POL,4.110000,3.880000,1.720000,3.270000
POL,3.950000,3.910000,1.720000,3.320000
POL,3.730000,3.990000,1.720000,3.390000
POL,3.390000,3.930000,1.700000,3.270000
POL,3.080000,3.499500,1.700000,3.060000
POL,2.740000,3.280000,1.700000,3.230000
POL,2.730000,3.950000,1.700000,3.210000
POL,2.700000,3.970000,1.700000,3.170000
POL,2.700000,4.303333,1.710000,3.140000
POL,2.670000,4.490000,1.720000,3.240000
POL,2.660000,4.280000,1.720000,3.220000
POL,2.650000,4.380000,1.720000,3.190000
POL,2.710000,4.416667,1.720000,2.940000
POL,2.710000,4.420000,1.720000,2.780000
POL,2.710000,4.470000,1.720000,2.690000
POL,2.710000,4.250000,1.720000,2.750000
POL,2.720000,4.100000,1.720000,2.760000
POL,2.720000,3.800476,1.720000,2.720000
POL,2.680000,3.540000,1.720000,2.350000
POL,2.670000,3.340000,1.720000,2.130000
POL,2.590000,3.360000,1.720000,1.930000
POL,2.280000,3.100900,1.720000,2.020000
POL,1.960000,2.720000,1.710000,1.960000
POL,2.060000,2.540000,1.710000,2.050000
POL,2.060000,2.553158,1.710000,2.030000
POL,2.000000,2.211000,1.710000,2.230000
POL,1.810000,2.196000,1.710000,2.090000
POL,1.650000,2.325454,1.170000,1.800000
POL,1.650000,2.367500,0.680000,1.460000
POL,1.680000,2.820000,0.280000,1.350000
POL,1.720000,3.190000,0.260000,1.310000
POL,1.720000,3.160000,0.230000,1.330000
POL,1.720000,2.881905,0.230000,1.320000
POL,1.730000,2.910909,0.220000,1.350000
POL,1.730000,2.660909,0.220000,1.260000
POL,1.730000,2.726000,0.220000,1.200000
POL,1.720000,2.957000,0.210000,1.290000
POL,1.700000,2.996842,0.210000,1.190000
POL,1.680000,3.030000,0.210000,1.300000
SWE,9.130000,10.990000,13.630000,10.000000
SWE,9.770000,11.680000,12.490000,9.530000
SWE,10.340000,11.470000,12.230000,9.430000
SWE,10.770000,11.230000,11.700000,9.390000
SWE,9.480000,11.160000,11.850000,9.500000
SWE,9.230000,11.780000,11.660000,9.470000
SWE,8.800000,11.780000,11.590000,9.590000
SWE,8.730000,11.770000,11.920000,9.800000
SWE,9.080000,11.970000,13.260000,10.600000
SWE,8.980000,12.020000,20.180000,11.240000
SWE,9.170000,12.000000,14.390000,11.060000
SWE,9.270000,11.590000,12.450000,10.680000
SWE,9.070000,11.710000,10.580000,9.910000
SWE,9.100000,11.660000,9.760000,10.140000
SWE,9.230000,11.290000,9.320000,9.800000
SWE,9.430000,11.330000,9.710000,9.370000
SWE,9.690000,11.390000,9.480000,9.410000
SWE,10.410000,11.530000,8.740000,9.090000
SWE,10.240000,11.290000,8.320000,8.680000
SWE,10.340000,11.360000,8.210000,8.240000
SWE,10.580000,11.560000,7.590000,7.630000
SWE,10.400000,11.470000,7.530000,7.790000
SWE,10.500000,11.360000,7.450000,7.560000
SWE,10.650000,11.050000,7.220000,7.490000
SWE,10.430000,10.930000,6.890000,7.270000
SWE,10.380000,10.480000,6.970000,6.840000
SWE,10.550000,10.520000,6.980000,6.940000
SWE,11.440000,10.920000,7.040000,7.650000
SWE,11.520000,11.040000,7.090000,8.400000
SWE,11.560000,11.050000,7.000000,8.690000
SWE,11.560000,11.120000,6.990000,9.780000
SWE,11.700000,11.200000,7.320000,10.650000
SWE,11.760000,11.010000,7.680000,11.200000
SWE,11.610000,10.980000,7.710000,11.240000
SWE,11.780000,11.170000,7.950000,10.950000
SWE,11.840000,12.120000,8.110000,10.920000
SWE,12.290000,12.550000,7.970000,10.680000
SWE,12.620000,12.870000,8.020000,11.000000
SWE,14.880000,13.700000,7.900000,10.710000
SWE,14.680000,13.750000,8.670000,11.180000
SWE,13.740000,13.640000,8.780000,11.420000
SWE,12.970000,13.280000,8.770000,10.740000
SWE,12.560000,12.890000,9.160000,10.580000
SWE,12.580000,12.820000,9.260000,10.550000
SWE,12.990000,13.260000,9.150000,10.220000
SWE,13.070000,13.350000,8.920000,9.640000
SWE,14.670000,13.250000,8.860000,9.300000
SWE,14.890000,12.800000,8.840000,8.990000
SWE,14.360000,12.300000,8.620000,8.600000
SWE,13.370000,11.850000,8.190000,8.230000
SWE,12.050000,11.150000,7.660000,8.750000
SWE,12.100000,11.330000,7.080000,8.760000
SWE,12.270000,11.340000,6.250000,8.330000
SWE,11.740000,10.770000,6.190000,8.440000
SWE,10.610000,10.600000,5.790000,8.340000
SWE,10.570000,10.610000,5.430000,8.260000
SWE,10.700000,10.620000,5.170000,8.110000
SWE,10.270000,10.180000,4.800000,7.800000
SWE,10.750000,10.000000,4.610000,7.190000
SWE,11.060000,9.840000,4.430000,7.260000
SWE,13.630000,10.000000,3.880000,6.850000
SWE,12.490000,9.530000,3.760000,6.740000
SWE,12.230000,9.430000,3.930000,6.680000
SWE,11.700000,9.390000,4.130000,7.100000
SWE,11.850000,9.500000,4.030000,7.240000
SWE,11.660000,9.470000,4.090000,6.990000
SWE,11.590000,9.590000,4.050000,6.770000
SWE,11.920000,9.800000,4.060000,6.420000
SWE,13.260000,10.600000,4.170000,6.500000
SWE,20.180000,11.240000,4.110000,6.380000
SWE,14.390000,11.060000,4.230000,6.220000
SWE,12.450000,10.680000,4.310000,6.300000
SWE,10.580000,9.910000,4.420000,6.030000
SWE,9.760000,10.140000,4.410000,5.650000
SWE,9.320000,9.800000,4.330000,5.530000
SWE,9.710000,9.370000,4.480000,5.350000
SWE,9.480000,9.410000,4.470000,5.210000
SWE,8.740000,9.090000,4.490000,5.200000
SWE,8.320000,8.680000,4.200000,4.970000
SWE,8.210000,8.240000,4.110000,4.880000
SWE,7.590000,7.630000,4.190000,4.800000
SWE,7.530000,7.790000,4.190000,4.760000
SWE,7.450000,7.560000,4.170000,4.720000
SWE,7.220000,7.490000,3.790000,4.550000
SWE,6.890000,7.270000,3.420000,4.250000
SWE,6.970000,6.840000,3.270000,4.020000
SWE,6.980000,6.940000,3.140000,4.180000
SWE,7.040000,7.650000,3.130000,4.440000
SWE,7.090000,8.400000,2.870000,4.240000
SWE,7.000000,8.690000,2.920000,4.500000
SWE,6.990000,9.780000,2.970000,4.870000
SWE,7.320000,10.650000,3.010000,5.260000
SWE,7.680000,11.200000,3.000000,5.490000
SWE,7.710000,11.240000,3.050000,5.690000
SWE,7.950000,10.950000,3.230000,5.920000
SWE,8.110000,10.920000,3.380000,5.560000
SWE,7.970000,10.680000,3.410000,5.590000
SWE,8.020000,11.000000,3.570000,5.950000
SWE,7.900000,10.710000,3.900000,5.900000
SWE,8.670000,11.180000,4.060000,5.510000
SWE,8.780000,11.420000,3.990000,5.420000
SWE,8.770000,10.740000,3.960000,5.340000
SWE,9.160000,10.580000,3.940000,5.130000
SWE,9.260000,10.550000,4.030000,5.310000
SWE,9.150000,10.220000,4.000000,5.310000
SWE,8.920000,9.640000,3.940000,5.260000
SWE,8.860000,9.300000,3.990000,5.230000
SWE,8.840000,8.990000,4.000000,5.130000
SWE,8.620000,8.600000,4.070000,4.920000
SWE,8.190000,8.230000,4.070000,4.890000
SWE,7.660000,8.750000,4.100000,4.860000
SWE,7.080000,8.760000,4.060000,4.750000
SWE,6.250000,8.330000,3.940000,4.930000
SWE,6.190000,8.440000,4.010000,5.270000
SWE,5.790000,8.340000,4.170000,5.380000
SWE,5.430000,8.260000,4.310000,5.420000
SWE,5.170000,8.110000,4.280000,5.160000
SWE,4.800000,7.800000,4.010000,5.260000
SWE,4.610000,7.190000,3.700000,5.170000
SWE,3.880000,6.850000,3.710000,5.240000
SWE,3.760000,6.740000,3.740000,5.270000
SWE,3.930000,6.680000,3.870000,5.360000
SWE,4.130000,7.100000,4.090000,5.630000
SWE,4.030000,7.240000,4.250000,5.690000
SWE,4.090000,6.990000,4.290000,5.690000
SWE,4.050000,6.770000,4.280000,5.520000
SWE,4.060000,6.420000,4.260000,5.370000
SWE,4.170000,6.500000,4.190000,5.130000
SWE,4.110000,6.380000,4.170000,4.970000
SWE,4.230000,6.220000,4.070000,5.070000
SWE,4.310000,6.300000,3.910000,5.050000
SWE,4.420000,6.030000,3.670000,4.890000
SWE,4.410000,5.650000,3.650000,4.700000
SWE,4.330000,5.530000,3.610000,4.470000
SWE,4.480000,5.350000,3.400000,4.570000
SWE,4.470000,5.210000,3.420000,4.720000
SWE,4.490000,5.200000,3.180000,4.370000
SWE,4.200000,4.970000,2.810000,4.200000
SWE,4.110000,4.880000,2.680000,4.510000
SWE,4.190000,4.800000,2.710000,4.700000
SWE,4.190000,4.760000,2.710000,4.730000
SWE,4.170000,4.720000,2.730000,4.850000
SWE,3.790000,4.550000,2.720000,4.980000
SWE,3.420000,4.250000,2.700000,4.860000
SWE,3.270000,4.020000,2.600000,4.650000
SWE,3.140000,4.180000,2.460000,4.550000
SWE,3.130000,4.440000,2.360000,4.310000
SWE,2.870000,4.240000,2.020000,4.550000
SWE,2.920000,4.500000,1.990000,4.680000
SWE,2.970000,4.870000,1.980000,4.720000
SWE,3.010000,5.260000,1.990000,4.570000
SWE,3.000000,5.490000,1.990000,4.420000
SWE,3.050000,5.690000,2.000000,4.370000
SWE,3.230000,5.920000,1.990000,4.250000
SWE,3.380000,5.560000,1.990000,4.130000
SWE,3.410000,5.590000,2.000000,3.900000
SWE,3.570000,5.950000,2.000000,3.840000
SWE,3.900000,5.900000,1.970000,3.760000
SWE,4.060000,5.510000,1.970000,3.860000
SWE,3.990000,5.420000,1.990000,3.580000
SWE,3.960000,5.340000,1.900000,3.340000
SWE,3.940000,5.130000,1.650000,3.110000
SWE,4.030000,5.310000,1.480000,3.060000
SWE,4.000000,5.310000,1.480000,3.140000
SWE,3.940000,5.260000,1.470000,2.980000
SWE,3.990000,5.230000,1.490000,3.170000
SWE,4.000000,5.130000,1.510000,3.380000
SWE,4.070000,4.920000,1.690000,3.370000
SWE,4.070000,4.890000,1.830000,3.320000
SWE,4.100000,4.860000,1.930000,3.420000
SWE,4.060000,4.750000,1.960000,3.550000
SWE,3.940000,4.930000,2.050000,3.840000
SWE,4.010000,5.270000,2.110000,3.890000
SWE,4.170000,5.380000,2.210000,3.930000
SWE,4.310000,5.420000,2.280000,3.960000
SWE,4.280000,5.160000,2.430000,3.840000
SWE,4.010000,5.260000,2.540000,3.700000
SWE,3.700000,5.170000,2.740000,3.730000
SWE,3.710000,5.240000,3.000000,3.650000
SWE,3.740000,5.270000,3.210000,3.900000
SWE,3.870000,5.360000,3.290000,3.930000
SWE,4.090000,5.630000,3.260000,3.790000
SWE,4.250000,5.690000,3.340000,4.040000
SWE,4.290000,5.690000,3.400000,4.150000
SWE,4.280000,5.520000,3.450000,4.440000
SWE,4.260000,5.370000,3.530000,4.450000
SWE,4.190000,5.130000,3.580000,4.250000
SWE,4.170000,4.970000,3.620000,4.220000
SWE,4.070000,5.070000,3.810000,4.310000
SWE,3.910000,5.050000,4.020000,4.220000
SWE,3.670000,4.890000,4.120000,4.310000
SWE,3.650000,4.700000,4.110000,4.080000
SWE,3.610000,4.470000,4.210000,4.020000
SWE,3.400000,4.570000,4.240000,3.920000
SWE,3.420000,4.720000,4.140000,4.060000
SWE,3.180000,4.370000,4.110000,4.180000
SWE,2.810000,4.200000,4.170000,4.430000
SWE,2.680000,4.510000,4.340000,4.370000
SWE,2.710000,4.700000,4.400000,4.110000
SWE,2.710000,4.730000,4.490000,3.900000
SWE,2.730000,4.850000,3.630000,3.570000
SWE,2.720000,4.980000,3.200000,3.340000
SWE,2.700000,4.860000,1.820000,2.670000
SWE,2.600000,4.650000,1.350000,2.800000
SWE,2.460000,4.550000,0.850000,2.930000
SWE,2.360000,4.310000,0.400000,2.940000
SWE,2.020000,4.550000,0.300000,3.180000
SWE,1.990000,4.680000,0.470000,3.570000
SWE,1.980000,4.720000,0.390000,3.620000
SWE,1.990000,4.570000,0.180000,3.370000
SWE,1.990000,4.420000,0.160000,3.450000
SWE,2.000000,4.370000,0.150000,3.380000
SWE,1.990000,4.250000,0.180000,3.250000
SWE,1.990000,4.130000,0.180000,3.270000
SWE,2.000000,3.900000,0.170000,3.240000
SWE,2.000000,3.840000,0.200000,3.370000
SWE,1.970000,3.760000,0.220000,3.280000
SWE,1.970000,3.860000,0.230000,3.200000
SWE,1.990000,3.580000,0.290000,3.140000
SWE,1.900000,3.340000,0.280000,2.730000
SWE,1.650000,3.110000,0.270000,2.610000
SWE,1.480000,3.060000,0.390000,2.700000
SWE,1.480000,3.140000,0.450000,2.450000
SWE,1.470000,2.980000,0.520000,2.530000
SWE,1.490000,3.170000,0.810000,2.640000
SWE,1.510000,3.380000,1.110000,2.860000
SWE,1.690000,3.370000,1.280000,3.210000
SWE,1.830000,3.320000,1.490000,3.280000
SWE,1.930000,3.420000,1.740000,3.410000
SWE,1.960000,3.550000,1.740000,3.350000
SWE,2.050000,3.840000,1.800000,3.300000
SWE,2.110000,3.890000,1.910000,3.010000
SWE,2.210000,3.930000,1.850000,2.890000
SWE,2.280000,3.960000,1.800000,2.750000
SWE,2.430000,3.840000,1.710000,2.170000
SWE,2.540000,3.700000,1.580000,1.830000
SWE,2.740000,3.730000,1.450000,1.900000
SWE,2.900000,3.620000,1.450000,1.690000
SWE,3.000000,3.650000,1.370000,1.680000
SWE,3.210000,3.900000,1.560000,1.700000
SWE,3.290000,3.930000,1.590000,1.890000
SWE,3.260000,3.790000,1.490000,1.950000
SWE,3.340000,4.040000,1.440000,1.820000
SWE,3.400000,4.150000,1.380000,1.510000
SWE,3.450000,4.440000,1.240000,1.450000
SWE,3.530000,4.450000,1.100000,1.330000
SWE,3.580000,4.250000,1.150000,1.440000
SWE,3.620000,4.220000,1.040000,1.510000
SWE,3.810000,4.310000,0.980000,1.540000
SWE,4.020000,4.220000,1.060000,1.460000
SWE,4.120000,4.310000,1.010000,1.510000
SWE,4.110000,4.080000,0.960000,1.800000
SWE,4.210000,4.020000,0.980000,2.000000
SWE,4.240000,3.920000,0.970000,1.920000
SWE,4.140000,4.060000,0.950000,1.660000
SWE,4.110000,4.180000,0.920000,1.790000
SWE,4.170000,4.430000,0.920000,2.050000
SWE,4.340000,4.370000,0.930000,2.160000
SWE,4.400000,4.110000,0.930000,2.340000
SWE,4.490000,3.900000,0.890000,2.600000
SWE,3.630000,3.570000,0.920000,2.440000
SWE,3.200000,3.340000,0.920000,2.300000
SWE,1.820000,2.670000,0.820000,2.390000
SWE,1.350000,2.800000,0.730000,2.370000
SWE,0.850000,2.930000,0.730000,2.230000
SWE,0.400000,2.940000,0.730000,2.160000
SWE,0.300000,3.180000,0.700000,2.060000
SWE,0.470000,3.570000,0.660000,1.880000
SWE,0.390000,3.620000,0.580000,1.800000
SWE,0.180000,3.370000,0.260000,1.600000
SWE,0.160000,3.450000,0.220000,1.580000
SWE,0.150000,3.380000,0.190000,1.510000
SWE,0.180000,3.250000,0.140000,1.300000
SWE,0.180000,3.270000,0.050000,1.140000
SWE,0.170000,3.240000,0.060000,1.010000
SWE,0.200000,3.370000,0.110000,0.780000
SWE,0.220000,3.280000,-0.020000,0.620000
SWE,0.230000,3.200000,-0.110000,0.580000
SWE,0.290000,3.140000,-0.260000,0.340000
SWE,0.280000,2.730000,-0.270000,0.750000
SWE,0.270000,2.610000,-0.320000,0.990000
SWE,0.390000,2.700000,-0.480000,0.810000
SWE,0.450000,2.450000,-0.460000,0.660000
SWE,0.520000,2.530000,-0.480000,0.710000
SWE,0.810000,2.640000,-0.440000,0.660000
SWE,1.110000,2.860000,-0.360000,0.800000
SWE,1.280000,3.210000,-0.380000,0.930000
SWE,1.490000,3.280000,-0.460000,0.770000
SWE,1.740000,3.410000,-0.500000,0.770000
SWE,1.740000,3.350000,-0.590000,0.820000
SWE,1.800000,3.300000,-0.590000,0.810000
SWE,1.910000,3.010000,-0.600000,0.770000
SWE,1.850000,2.890000,-0.630000,0.520000
SWE,1.800000,2.750000,-0.670000,0.170000
SWE,1.710000,2.170000,-0.740000,0.100000
SWE,1.580000,1.830000,-0.750000,0.220000
SWE,1.450000,1.900000,-0.750000,0.240000
SWE,1.450000,1.690000,-0.790000,0.430000
SWE,1.370000,1.680000,-0.790000,0.610000
SWE,1.560000,1.700000,-0.770000,0.650000
SWE,1.590000,1.890000,-0.690000,0.660000
SWE,1.490000,1.950000,-0.630000,0.690000
SWE,1.440000,1.820000,-0.630000,0.570000
SWE,1.380000,1.510000,-0.620000,0.560000
SWE,1.240000,1.450000,-0.670000,0.460000
SWE,1.100000,1.330000,-0.750000,0.660000
SWE,1.150000,1.440000,-0.730000,0.630000
SWE,1.040000,1.510000,-0.710000,0.620000
SWE,0.980000,1.540000,-0.680000,0.880000
SWE,1.060000,1.460000,-0.710000,0.760000
SWE,1.010000,1.510000,-0.750000,0.720000
SWE,0.960000,1.800000,-0.690000,0.850000
SWE,0.980000,2.000000,-0.660000,0.910000
SWE,0.970000,1.920000,-0.660000,0.770000
SWE,0.950000,1.660000,-0.660000,0.710000
SWE,0.920000,1.790000,-0.700000,0.660000
SWE,0.920000,2.050000,-0.690000,0.550000
SWE,0.930000,2.160000,-0.670000,0.510000
SWE,0.930000,2.340000,-0.680000,0.520000
SWE,0.890000,2.600000,-0.730000,0.600000
SWE,0.920000,2.440000,-0.700000,0.670000
SWE,0.920000,2.300000,-0.730000,0.600000
SWE,0.820000,2.390000,-0.660000,0.470000
SWE,0.730000,2.370000,-0.440000,0.430000
SWE,0.730000,2.230000,-0.400000,0.360000
SWE,0.730000,2.160000,-0.400000,0.290000
SWE,0.700000,2.060000,-0.400000,0.230000
SWE,0.660000,1.880000,-0.400000,0.070000
SWE,0.580000,1.800000,-0.400000,-0.090000
SWE,0.260000,1.600000,-0.400000,-0.120000
SWE,0.220000,1.580000,-0.430000,-0.290000
SWE,0.190000,1.510000,-0.410000,-0.230000
SWE,0.140000,1.300000,-0.430000,-0.160000
SWE,0.050000,1.140000,-0.470000,0.000000
SWE,0.060000,1.010000,-0.470000,0.070000
SWE,0.110000,0.780000,-0.170000,0.110000
SWE,-0.020000,0.620000,-0.150000,-0.050000
SWE,-0.110000,0.580000,-0.150000,-0.170000
SWE,-0.260000,0.340000,-0.170000,-0.070000
SWE,-0.270000,0.750000,-0.140000,-0.060000
SWE,-0.320000,0.990000,-0.080000,-0.010000
SWE,-0.480000,0.810000,-0.080000,-0.070000
SWE,-0.460000,0.660000,-0.120000,-0.040000
SWE,-0.480000,0.710000,-0.130000,-0.080000
SWE,-0.440000,0.660000,-0.130000,-0.030000
SWE,-0.360000,0.800000,-0.120000,0.000000
SWE,-0.380000,0.930000,-0.180000,0.010000
SWE,-0.460000,0.770000,-0.150000,0.070000
SWE,-0.500000,0.770000,-0.130000,0.250000
MEX,11.600000,10.900000,7.570000,8.690000
MEX,11.160000,11.090000,7.650000,8.400000
MEX,8.870000,10.280000,7.600000,7.560000
MEX,8.440000,9.980000,7.670000,7.430000
MEX,9.060000,9.930000,7.670000,7.960000
MEX,8.610000,9.720000,7.680000,7.820000
MEX,7.120000,9.850000,7.610000,7.620000
MEX,7.630000,9.200000,7.830000,7.700000
MEX,8.650000,9.950000,7.820000,7.560000
MEX,8.730000,10.170000,7.780000,7.620000
MEX,7.950000,10.230000,7.790000,7.900000
MEX,8.740000,10.220000,7.770000,7.880000
MEX,8.730000,10.960000,8.010000,7.930000
MEX,8.640000,10.120000,8.000000,8.090000
MEX,9.380000,10.120000,7.990000,7.650000
MEX,10.040000,10.580000,7.940000,7.530000
MEX,8.700000,9.530000,7.960000,7.720000
MEX,6.190000,8.070000,8.100000,8.250000
MEX,5.700000,8.740000,8.490000,9.260000
MEX,5.540000,8.880000,8.710000,8.550000
MEX,5.930000,8.240000,8.760000,8.500000
MEX,5.830000,8.350000,8.830000,9.820000
MEX,6.570000,8.320000,8.820000,7.990000
MEX,6.070000,8.380000,7.860000,8.240000
MEX,6.550000,8.600000,7.540000,7.750000
MEX,7.310000,10.100000,5.650000,7.550000
MEX,7.590000,10.300000,5.180000,8.220000
MEX,7.630000,9.780000,4.910000,8.090000
MEX,8.060000,10.270000,5.000000,8.000000
MEX,8.460000,9.690000,5.000000,8.050000
MEX,9.030000,9.720000,5.070000,7.810000
MEX,9.590000,9.620000,5.030000,7.660000
MEX,10.220000,10.410000,5.030000,7.540000
MEX,10.210000,9.840000,5.040000,7.490000
MEX,10.030000,9.370000,5.010000,6.880000
MEX,10.030000,9.400000,4.990000,6.490000
MEX,9.450000,8.500000,4.980000,6.250000
MEX,9.140000,8.730000,4.920000,6.130000
MEX,8.640000,8.450000,4.950000,7.160000
MEX,7.720000,8.570000,4.880000,7.280000
MEX,7.680000,9.730000,4.890000,6.920000
MEX,7.570000,8.690000,4.860000,6.900000
MEX,7.480000,8.080000,4.850000,5.780000
MEX,7.650000,8.400000,4.810000,6.850000
MEX,7.620000,7.880000,4.810000,6.380000
MEX,7.600000,7.560000,4.810000,6.460000
MEX,7.830000,7.700000,4.780000,6.220000
MEX,7.820000,7.560000,4.780000,5.940000
MEX,7.780000,7.620000,4.790000,5.120000
MEX,7.770000,7.880000,4.820000,5.440000
MEX,8.010000,7.930000,4.860000,5.520000
MEX,7.990000,7.650000,4.860000,5.470000
MEX,7.960000,7.720000,4.340000,5.000000
MEX,8.100000,8.250000,4.310000,6.200000
MEX,8.710000,8.550000,4.310000,5.930000
MEX,8.760000,8.500000,3.970000,5.970000
MEX,8.820000,7.990000,3.790000,6.330000
MEX,7.540000,7.750000,3.810000,6.320000
MEX,5.650000,7.550000,3.820000,5.870000
MEX,4.910000,8.090000,3.310000,5.690000
MEX,5.000000,8.050000,3.300000,6.080000
MEX,5.070000,7.810000,3.310000,5.900000
MEX,5.030000,7.660000,3.310000,5.310000
MEX,5.030000,7.540000,3.310000,5.830000
MEX,5.010000,6.880000,3.320000,6.070000
MEX,4.980000,6.250000,3.360000,6.070000
MEX,4.920000,6.130000,3.380000,6.180000
MEX,4.890000,6.920000,4.210000,6.080000
MEX,4.850000,5.780000,4.690000,6.010000
MEX,4.810000,6.850000,5.190000,6.090000
MEX,4.810000,6.460000,6.020000,7.250000
MEX,4.780000,6.220000,7.050000,7.320000
MEX,4.790000,5.120000,7.380000,6.880000
MEX,4.820000,5.440000,7.390000,6.790000
MEX,4.860000,5.520000,7.410000,7.190000
MEX,4.820000,5.030000,7.840000,7.640000
MEX,4.340000,5.000000,7.860000,7.540000
MEX,4.310000,6.200000,8.020000,7.880000
MEX,4.310000,5.930000,8.140000,7.830000
MEX,3.970000,5.970000,8.170000,8.170000
MEX,3.800000,6.460000,8.620000,8.710000
MEX,3.810000,6.320000,8.520000,8.010000
MEX,3.820000,5.870000,8.510000,8.240000
MEX,3.310000,5.650000,8.330000,7.530000
MEX,3.300000,6.080000,7.890000,6.870000
MEX,3.310000,5.900000,7.560000,7.140000
MEX,3.310000,5.310000,7.300000,6.470000
MEX,3.310000,5.830000,6.430000,7.370000
MEX,3.320000,6.070000,5.200000,5.810000
MEX,3.360000,6.070000,4.710000,5.680000
MEX,3.380000,6.180000,4.490000,6.070000
MEX,3.590000,6.230000,4.440000,5.610000
FRA,10.350000,8.740000,11.030000,10.900000
FRA,9.860000,8.840000,9.790000,10.690000
FRA,9.550000,8.760000,8.940000,10.340000
FRA,8.950000,8.630000,8.240000,10.360000
FRA,9.020000,8.620000,7.580000,10.310000
FRA,9.590000,8.550000,7.260000,10.210000
FRA,9.100000,8.460000,7.330000,10.200000
FRA,8.640000,8.390000,7.120000,10.110000
FRA,8.280000,8.480000,7.050000,10.100000
FRA,8.280000,8.470000,7.010000,10.150000
FRA,7.960000,8.410000,6.980000,10.190000
FRA,7.520000,8.260000,6.750000,10.180000
FRA,6.670000,8.330000,6.410000,10.160000
FRA,6.290000,8.400000,7.430000,10.160000
FRA,6.170000,8.420000,7.840000,10.290000
FRA,5.990000,8.430000,7.680000,10.240000
FRA,6.530000,8.460000,7.800000,10.190000
FRA,6.950000,8.450000,7.990000,10.370000
FRA,6.290000,8.480000,8.480000,10.510000
FRA,6.410000,8.440000,9.610000,10.610000
FRA,6.410000,8.460000,9.590000,10.660000
FRA,6.180000,8.460000,10.340000,10.950000
FRA,5.870000,8.450000,10.540000,10.940000
FRA,5.680000,8.280000,10.570000,11.040000
FRA,5.390000,8.410000,10.020000,10.660000
FRA,5.410000,8.330000,9.840000,10.720000
FRA,4.970000,8.070000,9.960000,10.880000
FRA,5.110000,7.920000,9.390000,11.120000
FRA,5.420000,7.900000,9.140000,11.190000
FRA,4.890000,7.830000,9.040000,11.110000
FRA,4.850000,7.800000,8.720000,11.070000
FRA,4.730000,7.860000,8.490000,11.000000
FRA,4.780000,7.830000,8.380000,10.970000
FRA,5.820000,7.910000,8.450000,11.010000
FRA,6.810000,8.020000,9.310000,11.100000
FRA,7.900000,8.280000,9.850000,11.070000
FRA,7.720000,8.330000,9.260000,11.250000
FRA,7.890000,8.380000,10.470000,11.360000
FRA,7.800000,8.530000,9.910000,11.070000
FRA,7.680000,8.620000,8.440000,10.750000
FRA,7.840000,8.690000,8.240000,10.760000
FRA,8.000000,8.880000,7.930000,10.600000
FRA,8.940000,9.150000,7.630000,10.490000
FRA,9.410000,9.330000,7.450000,10.400000
FRA,10.370000,9.420000,7.400000,10.370000
FRA,11.360000,9.500000,7.370000,10.210000
FRA,11.180000,9.500000,7.110000,10.140000
FRA,11.360000,9.650000,6.670000,9.940000
FRA,13.430000,10.210000,6.570000,9.680000
FRA,12.490000,10.480000,6.880000,9.770000
FRA,12.330000,10.690000,7.100000,9.650000
FRA,12.270000,10.700000,7.000000,9.640000
FRA,12.780000,10.800000,7.610000,9.960000
