LOCATION,short_rate(t),short_rate(t+5y)
PRT,0.2234,-0.3285
PRT,0.2061,-0.3279
PRT,0.2089,-0.3285
PRT,0.2012,-0.3252
PRT,0.2103,-0.322
PRT,0.2214,-0.3207
PRT,0.2259,-0.319
PRT,0.2232,-0.3188
PRT,0.2258,-0.3177
PRT,0.2234,-0.3164
PRT,0.2735,-0.3119
PRT,0.292,-0.308
PRT,0.2881,-0.3084
PRT,0.3053,-0.3092
PRT,0.3297,-0.3105
PRT,0.3246,-0.3119
PRT,0.2414,-0.3289
PRT,0.205,-0.3649
PRT,0.1916,-0.4077
PRT,0.0971,-0.4176
PRT,0.0826,-0.4129
PRT,0.0809,-0.4013
PRT,0.0809,-0.3947
PRT,0.0627,-0.3911
PRT,0.0482,-0.4088
PRT,0.0272,-0.4166
PRT,0.0047,-0.254
PRT,-0.0104,-0.272
PRT,-0.0139,-0.376
PRT,-0.0187,-0.4441
PRT,-0.0277,-0.4797
PRT,-0.037,-0.4914
PRT,-0.0536,-0.5091
PRT,-0.0876,-0.5209
PRT,-0.1263,-0.5381
PRT,-0.1461,-0.5472
ISL,6.3,7.829
ISL,5.4,8.171
ISL,5.2,7.841
ISL,5.1,7.983
ISL,4.4,8.743
ISL,4.5,8.782
ISL,4.5,8.615
ISL,4.6,8.909
ISL,4.7,9.131
ISL,4.9,9.145
ISL,4.9,9.62
ISL,5.1,10.637
ISL,5.3,11.155
ISL,5.5,11.447
ISL,6.35,10.331
ISL,6.7,10.642
ISL,6.9,10.708
ISL,7.1,10.776
ISL,7.1,10.961
ISL,7.1,11.24
ISL,6.9,11.744
ISL,7,11.842
ISL,7.5,11.276
ISL,7,11.288
ISL,7.1,11.783
ISL,7.3,11.956
ISL,7.6,11.693
ISL,7.6,11.692
ISL,7.5,11.743
ISL,6.7,12.241
ISL,6.5,12.246
ISL,6.5,12.289
ISL,6.5,12.387
ISL,6.6,11.961
ISL,7.1,11.695
ISL,7.1,11.864
ISL,7.1,11.583
ISL,7.1,12.456
ISL,7.1,12.568
ISL,7.1,12.289
ISL,7.2,11.472
ISL,7.1,10.315
ISL,7,9.596
ISL,7,8.974
ISL,7.1,8.399
ISL,6.9,7.75
ISL,6.9,7.214
ISL,6.9,6.646
ISL,7.3,6.35
ISL,7.2,6.119
ISL,7.3,6.284
ISL,7.4,5.661
ISL,7.3,5.394
ISL,7.3,5.272
ISL,7.3,5.27
ISL,7.3,5.27
ISL,7.3,5.271
ISL,7.207,5.245
ISL,7.494,5.232
ISL,7.593,5.095
ISL,7.829,5.101
ISL,8.171,5.104
ISL,7.841,5.191
ISL,7.983,5.167
ISL,8.743,5.327
ISL,8.782,5.373
ISL,8.615,5.616
ISL,8.909,6.113
ISL,9.131,6.467
ISL,9.145,6.473
ISL,9.62,6.698
ISL,10.637,7.03
ISL,11.155,7.534
ISL,11.447,8.472
ISL,10.331,8.561
ISL,10.642,8.691
ISL,10.708,9.072
ISL,10.776,9.198
ISL,10.961,9.2
ISL,11.24,9.286
ISL,11.744,9.3
ISL,11.842,9.3
ISL,11.276,9.441
ISL,11.288,10.038
ISL,11.783,10.106
ISL,11.956,10.112
ISL,11.693,10.19
ISL,11.692,10.333
ISL,11.743,10.616
ISL,12.241,11.474
ISL,12.246,11.782
ISL,12.289,12.266
ISL,12.387,12.582
ISL,11.961,13.009
ISL,11.695,13.369
ISL,11.864,13.86
ISL,11.583,14.168
ISL,12.456,14.601
ISL,12.568,15.145
ISL,12.289,15.183
ISL,11.472,14.287
ISL,10.315,13.933
ISL,9.596,13.949
ISL,8.974,13.887
ISL,8.399,14.125
ISL,7.75,14.25
ISL,7.214,14.246
ISL,6.646,13.947
ISL,6.35,14.254
ISL,6.119,14.282
ISL,6.284,14.059
ISL,5.661,13.717
ISL,5.394,14.272
ISL,5.272,15.6
ISL,5.27,15.88
ISL,5.27,15.95
ISL,5.271,16.058
ISL,5.245,16.1
ISL,5.232,16.1
ISL,5.095,15.17
ISL,5.101,18.57
ISL,5.104,18.41
ISL,5.191,18.41
ISL,5.167,18.3
ISL,5.327,17.17
ISL,5.373,14.54
ISL,5.616,8.79
ISL,6.113,7.94
ISL,6.467,8.12
ISL,6.473,7.98
ISL,6.698,8.4
ISL,7.03,8.49
ISL,7.534,8.7
ISL,8.472,8.54
ISL,8.561,8.38
ISL,8.691,8.25
ISL,9.072,8.13
ISL,9.198,8
ISL,9.2,7.55
ISL,9.286,7.35
ISL,9.3,7.05
ISL,9.3,6.6
ISL,9.441,5.71
ISL,10.038,5.3
ISL,10.106,4.85
ISL,10.112,4.3
ISL,10.19,4.12
ISL,10.333,4
ISL,10.616,4
ISL,11.474,4
ISL,11.782,4
ISL,12.266,4
ISL,12.582,4
ISL,13.009,4.27
ISL,13.369,4.56
ISL,13.86,4.6
ISL,14.168,4.73
ISL,14.601,4.8
ISL,15.145,4.8
ISL,15.183,4.8
ISL,14.287,4.87
ISL,13.933,5.1
ISL,13.949,5.4
ISL,13.887,5.66
ISL,14.125,5.75
ISL,14.25,5.75
ISL,14.246,5.75
ISL,13.947,6.04
ISL,14.254,6.1
ISL,14.282,6.14
ISL,14.059,6.15
ISL,13.717,6.15
ISL,14.272,6.16
ISL,15.6,6.2
ISL,15.88,6.2
ISL,15.95,6.2
ISL,16.058,6.2
ISL,16.1,6.2
ISL,16.1,6.2
ISL,15.17,6.2
ISL,18.57,6.2
ISL,18.41,6.2
ISL,18.41,6.2
ISL,18.3,6.2
ISL,17.17,6.17
ISL,14.54,6.09
ISL,8.79,6.02
ISL,7.94,6.08
ISL,8.12,6.1
ISL,7.98,6.1
ISL,8.4,6.1
ISL,8.49,6.1
ISL,8.7,5.91
ISL,8.54,5.56
ISL,8.38,5.4
ISL,8.25,5.37
ISL,8.13,5.35
ISL,8,5.35
ISL,7.55,5.37
ISL,7.35,5.77
ISL,7.05,5.95
ISL,6.6,6.16
ISL,5.71,6.4
ISL,5.3,6.4
ISL,4.85,6.58
ISL,4.3,6.6
ISL,4.12,6.55
ISL,4,6.55
ISL,4,6.55
ISL,4,6.55
ISL,4,6.55
ISL,4,6.55
ISL,4,6.55
ISL,4.27,6.05
ISL,4.56,5.95
ISL,4.6,6.05
ISL,4.73,5.85
ISL,4.8,5.6
ISL,4.8,5.5
ISL,4.8,5.5
ISL,4.87,5.5
ISL,5.1,5.48
ISL,5.4,5.23
ISL,5.66,4.9
ISL,5.75,4.9
ISL,5.75,4.9
ISL,5.75,4.9
ISL,6.04,4.65
ISL,6.1,4.65
ISL,6.14,4.65
ISL,6.15,4.65
ISL,6.15,4.65
ISL,6.16,4.65
ISL,6.2,4.68
ISL,6.2,4.68
ISL,6.2,4.7
ISL,6.2,4.7
ISL,6.2,4.7
ISL,6.2,4.7
ISL,6.2,4.7
ISL,6.2,4.93
ISL,6.2,4.93
ISL,6.2,4.93
ISL,6.2,4.95
ISL,6.17,4.98
ISL,6.09,4.93
ISL,6.02,4.55
ISL,6.08,4.35
ISL,6.1,4.33
ISL,6.1,4.2
ISL,6.1,4.2
ISL,6.1,3.9
ISL,5.91,3.7
ISL,5.56,3.7
ISL,5.4,3.66
ISL,5.37,3.43
ISL,5.35,2.43
ISL,5.35,2.43
ISL,5.37,1.66
ISL,5.77,1.63
ISL,5.95,1.53
ISL,6.16,1.59
ISL,6.4,1.56
ISL,6.4,1.5
ISL,6.58,1.28
ISL,6.6,1.38
ISL,6.55,1.38
AUS,5.8,15
AUS,6.1,14.2
AUS,5.8,12.6
AUS,5.6,10.4
AUS,5.7,10.3
AUS,5.65,9.75
AUS,5.8,8.95
AUS,6.3,9
AUS,7.15,8.75
AUS,8.6,9.8
AUS,9.1,8.9
AUS,8.7,8.8
AUS,7.4,8.15
AUS,6.8,8.15
AUS,6.35,8.1
AUS,6.4,7.95
AUS,6.2,8.05
AUS,6.5,7.7
AUS,6.6,7.65
AUS,7.6,8.35
AUS,8,8.4
AUS,7.8,9.61
AUS,7.8,10.24
AUS,8.15,10.27
AUS,6.8,9.67
AUS,6.7,9.36
AUS,6.45,9.31
AUS,6.3,9.06
AUS,6,9.52
AUS,5.9,9.44
AUS,5.6,8.93
AUS,5.5,9.31
AUS,5.5,9.73
AUS,5.5,10.86
AUS,5.6,10.94
AUS,5.75,10.95
AUS,4.6,10.72
AUS,4.6,10.9
AUS,4.5,10.43
AUS,4.3,10.02
AUS,5.1,10.01
AUS,4.45,9.75
AUS,4.7,9.49
AUS,4.8,9.55
AUS,5.45,10.04
AUS,5.8,10.86
AUS,6.4,10.6
AUS,6.4,10.63
AUS,6.5,9.84
AUS,6.4,9.7
AUS,9.25,9.72
AUS,9.65,9.74
AUS,9.2,9.19
AUS,9.25,8.76
AUS,9.25,8.51
AUS,9.5,8.6
AUS,10.1,9.16
AUS,16.25,10.42
AUS,21.75,10.54
AUS,18.8,10.26
AUS,15,9.86
AUS,14.2,9.78
AUS,12.6,9.87
AUS,10.4,10.04
AUS,10.3,10.12
AUS,9.75,10.12
AUS,8.95,10.03
AUS,9,10.06
AUS,8.75,11.47
AUS,9.8,13.28
AUS,8.9,13.83
AUS,8.8,13.83
AUS,8.15,12.87
AUS,8.15,12.33
AUS,8.1,11.69
AUS,7.95,11.22
AUS,8.05,11.27
AUS,7.7,12.45
AUS,7.65,12.61
AUS,8.35,13.36
AUS,8.4,14.63
AUS,9.61,16.69
AUS,10.24,16.28
AUS,10.27,15.58
AUS,9.67,15.39
AUS,9.36,15.72
AUS,9.31,15.35
AUS,9.06,14.69
AUS,9.52,14.62
AUS,9.44,15.54
AUS,8.93,16.21
AUS,9.31,17.12
AUS,9.73,18.89
AUS,10.86,21.39
AUS,10.94,18.45
AUS,10.95,18.57
AUS,10.72,17.29
AUS,10.9,17.17
AUS,10.43,15.46
AUS,10.02,14.57
AUS,10.01,14.76
AUS,9.75,12.13
AUS,9.49,10.65
AUS,9.55,13.77
AUS,10.04,15.26
AUS,10.86,13.92
AUS,10.6,12.15
AUS,10.63,14.24
AUS,9.84,12.8
AUS,9.7,12.16
AUS,9.72,11.06
AUS,9.74,10.94
AUS,9.19,10.55
AUS,8.76,8.89
AUS,8.51,9.76
AUS,8.6,12.04
AUS,9.16,13.77
AUS,10.42,13.88
AUS,10.54,13.78
AUS,10.26,12.81
AUS,9.86,12.3
AUS,9.78,11.56
AUS,9.87,10.53
AUS,10.04,11.17
AUS,10.12,11.26
AUS,10.12,12.34
AUS,10.03,13.35
AUS,10.06,13.81
AUS,11.47,15.29
AUS,13.28,15.79
AUS,13.83,15.53
AUS,13.83,15.75
AUS,12.87,15.14
AUS,12.33,16.25
AUS,11.69,16.78
AUS,11.22,16.36
AUS,11.27,18.18
AUS,12.45,19.56
AUS,12.61,18.97
AUS,13.36,18.29
AUS,14.63,16.44
AUS,16.69,15.76
AUS,16.28,14.73
AUS,15.58,14.68
AUS,15.39,14.85
AUS,15.72,17.37
AUS,15.35,18.08
AUS,14.69,16.82
AUS,14.62,15.9
AUS,15.54,15.53
AUS,16.21,15.86
AUS,17.12,16.7
AUS,18.89,16.41
AUS,21.39,15.08
AUS,18.45,14.14
AUS,18.57,13.68
AUS,17.29,12.99
AUS,17.17,12.54
AUS,15.46,11.7
AUS,14.57,11.99
AUS,14.76,12.45
AUS,12.13,11.46
AUS,10.65,11.05
AUS,13.77,10.95
AUS,15.26,10.95
AUS,13.92,11.39
AUS,12.15,12.28
AUS,14.24,13.1
AUS,12.8,13.08
AUS,12.16,13.32
AUS,11.06,13.64
AUS,10.94,14
AUS,10.55,14.73
AUS,8.89,15.11
AUS,9.76,15.56
AUS,12.04,16.54
AUS,13.77,17.25
AUS,13.88,17.46
AUS,13.78,17.52
AUS,12.81,18.37
AUS,12.3,18.06
AUS,11.56,17.96
AUS,10.53,18.12
AUS,11.17,18.36
AUS,11.26,18.25
AUS,12.34,17.89
AUS,13.35,17.33
AUS,13.81,16.2
AUS,15.29,15.84
AUS,15.79,15.14
AUS,15.53,15.05
AUS,15.75,15.02
AUS,15.14,14.83
AUS,16.25,13.92
AUS,16.78,13.52
AUS,16.36,13.07
AUS,18.18,12.41
AUS,19.56,12.19
AUS,18.97,11.93
AUS,18.29,11.62
AUS,16.44,11.49
AUS,15.76,11.36
AUS,14.73,10.72
AUS,14.68,10.39
AUS,14.85,10.34
AUS,17.37,10.13
AUS,18.08,9.58
AUS,16.82,8.97
AUS,15.9,8.34
AUS,15.53,7.84
AUS,15.86,7.45
AUS,16.7,7.52
AUS,16.41,7.51
AUS,15.08,7.18
AUS,14.14,6.56
AUS,13.68,6.42
AUS,12.99,5.64
AUS,12.54,5.73
AUS,11.7,5.94
AUS,11.99,5.86
AUS,12.45,5.88
AUS,11.46,5.9
AUS,11.05,5.88
AUS,10.95,5.82
AUS,10.95,5.38
AUS,11.39,5.27
AUS,12.28,5.15
AUS,13.1,5.22
AUS,13.08,5.05
AUS,13.32,4.78
AUS,13.64,4.86
AUS,14,4.81
AUS,14.73,4.78
AUS,15.11,4.82
AUS,15.56,4.81
AUS,16.54,4.8
AUS,17.25,4.88
AUS,17.46,4.92
AUS,17.52,4.85
AUS,18.37,5.12
AUS,18.06,5.41
AUS,17.96,5.6
AUS,18.12,5.93
AUS,18.36,6.45
AUS,18.25,7.16
AUS,17.89,7.95
AUS,17.33,8.37
AUS,16.2,8.08
AUS,15.84,8.13
AUS,15.14,7.89
AUS,15.05,7.7
AUS,15.02,7.55
AUS,14.83,7.56
AUS,13.92,7.58
AUS,13.52,7.49
AUS,13.07,7.47
AUS,12.41,7.46
AUS,12.19,7.43
AUS,11.93,7.46
AUS,11.62,7.47
AUS,11.49,7.53
AUS,11.36,7.57
AUS,10.72,7.55
AUS,10.39,7.57
AUS,10.34,7.56
AUS,10.13,6.92
AUS,9.58,6.91
AUS,8.97,6.7
AUS,8.34,6.45
AUS,7.84,6.13
AUS,7.45,5.82
AUS,7.52,5.91
AUS,7.51,6.05
AUS,7.18,6.04
AUS,6.56,5.87
AUS,6.42,5.35
AUS,5.64,5.19
AUS,5.73,4.9
AUS,5.94,4.77
AUS,5.86,4.83
AUS,5.88,4.95
AUS,5.9,5.07
AUS,5.88,4.99
AUS,5.82,4.97
AUS,5.38,4.96
AUS,5.27,4.92
AUS,5.15,4.96
AUS,5.22,5.32
AUS,5.05,5.17
AUS,4.78,5.19
AUS,4.86,5.03
AUS,4.81,4.83
AUS,4.78,4.88
AUS,4.82,4.8
AUS,4.81,4.79
AUS,4.8,4.77
AUS,4.88,4.81
AUS,4.92,4.76
AUS,4.85,4.86
AUS,5.12,4.93
AUS,5.41,4.89
AUS,5.6,4.92
AUS,5.93,5.01
AUS,6.45,5.31
AUS,7.16,5.44
AUS,7.95,5.65
AUS,8.37,5.66
AUS,8.08,5.8
AUS,8.13,5.89
AUS,7.89,6.04
AUS,7.7,6.31
AUS,7.55,6.23
AUS,7.56,6.2
AUS,7.58,6.49
AUS,7.49,6.57
AUS,7.47,6.41
AUS,7.46,6.33
AUS,7.43,6.2
AUS,7.46,5.91
AUS,7.47,5.59
AUS,7.53,5.14
AUS,7.57,4.86
AUS,7.55,4.89
AUS,7.57,4.97
AUS,7.56,5.04
AUS,6.92,4.95
AUS,6.91,4.55
AUS,6.7,4.36
AUS,6.45,4.28
AUS,6.13,4.25
AUS,5.82,4.26
AUS,5.91,4.31
AUS,6.05,4.46
AUS,6.04,4.59
AUS,5.87,4.84
AUS,5.35,5.07
AUS,5.19,4.98
AUS,4.9,4.96
AUS,4.77,4.92
AUS,4.83,4.9
AUS,4.95,4.84
AUS,5.07,4.83
AUS,4.99,4.8
AUS,4.97,4.75
AUS,4.96,4.76
AUS,4.92,4.79
AUS,4.96,4.78
AUS,5.32,4.67
AUS,5.17,4.72
AUS,5.19,4.82
AUS,5.03,4.91
AUS,4.83,4.97
AUS,4.88,5.31
AUS,4.8,5.47
AUS,4.79,5.55
AUS,4.77,5.57
AUS,4.81,5.51
AUS,4.76,5.54
AUS,4.86,5.51
AUS,4.93,5.49
AUS,4.89,5.46
AUS,4.92,5.44
AUS,5.01,5.42
AUS,5.31,5.41
AUS,5.44,5.43
AUS,5.65,5.41
AUS,5.66,5.42
AUS,5.8,5.63
AUS,5.89,5.81
AUS,6.04,5.75
AUS,6.31,5.68
AUS,6.23,5.66
AUS,6.2,5.65
AUS,6.49,5.62
AUS,6.57,5.62
AUS,6.41,5.63
AUS,6.33,5.63
AUS,6.2,5.63
AUS,5.91,5.63
AUS,5.59,5.61
AUS,5.14,5.61
AUS,4.86,5.69
AUS,4.89,5.87
AUS,4.97,5.96
AUS,5.04,6.05
AUS,4.95,6.19
AUS,4.55,6.21
AUS,4.36,6.28
AUS,4.28,6.37
AUS,4.25,6.39
AUS,4.26,6.43
AUS,4.31,6.37
AUS,4.46,6.43
AUS,4.59,6.48
AUS,4.84,6.37
AUS,5.07,6.42
AUS,4.98,6.47
AUS,4.96,6.75
AUS,4.92,6.94
AUS,4.9,6.91
AUS,4.84,7.15
AUS,4.83,7.29
AUS,4.8,7.18
AUS,4.75,7.69
AUS,4.76,7.9
AUS,4.79,7.84
AUS,4.78,7.75
AUS,4.67,7.81
AUS,4.72,7.75
AUS,4.82,7.31
AUS,4.91,7.27
AUS,4.97,6.03
AUS,5.31,4.76
AUS,5.47,4.39
AUS,5.55,3.74
AUS,5.57,3.16
AUS,5.51,3.16
AUS,5.54,3.1
AUS,5.51,3.13
AUS,5.49,3.25
AUS,5.46,3.14
AUS,5.44,3.3
AUS,5.42,3.37
AUS,5.41,3.78
AUS,5.43,3.95
AUS,5.41,4.13
AUS,5.42,4.2
AUS,5.63,4.16
AUS,5.81,4.33
AUS,5.75,4.55
AUS,5.68,4.81
AUS,5.66,4.89
AUS,5.65,4.84
AUS,5.62,4.74
AUS,5.62,4.82
AUS,5.63,4.81
AUS,5.63,5.02
AUS,5.63,5.03
AUS,5.63,4.96
AUS,5.61,4.92
AUS,5.61,4.92
AUS,5.69,4.9
AUS,5.87,5
AUS,5.96,4.99
AUS,6.05,4.96
AUS,6.19,4.86
AUS,6.21,4.81
AUS,6.28,4.73
AUS,6.37,4.62
AUS,6.39,4.51
AUS,6.43,4.41
AUS,6.37,4.37
AUS,6.43,4.44
AUS,6.48,4.2
AUS,6.37,3.66
AUS,6.42,3.49
AUS,6.47,3.55
AUS,6.75,3.62
AUS,6.94,3.49
AUS,6.91,3.16
AUS,7.15,3.24
AUS,7.29,3.11
AUS,7.18,3
AUS,7.69,2.95
AUS,7.9,3.05
AUS,7.84,3.02
AUS,7.75,2.82
AUS,7.81,2.8
AUS,7.75,2.76
AUS,7.31,2.6
AUS,7.27,2.58
AUS,6.03,2.58
AUS,4.76,2.59
AUS,4.39,2.61
AUS,3.74,2.62
AUS,3.16,2.63
AUS,3.16,2.66
AUS,3.1,2.68
AUS,3.13,2.69
AUS,3.25,2.7
AUS,3.14,2.65
AUS,3.3,2.63
AUS,3.37,2.66
AUS,3.78,2.72
AUS,3.95,2.75
AUS,4.13,2.75
AUS,4.2,2.7
AUS,4.16,2.36
AUS,4.33,2.3
AUS,4.55,2.25
AUS,4.81,2.15
AUS,4.89,2.15
AUS,4.84,2.14
AUS,4.74,2.14
AUS,4.82,2.17
AUS,4.81,2.15
AUS,5.02,2.22
AUS,5.03,2.34
AUS,4.96,2.3
AUS,4.92,2.28
AUS,4.92,2.31
AUS,4.9,2.26
AUS,5,2.01
AUS,4.99,1.99
AUS,4.96,1.93
AUS,4.86,1.76
AUS,4.81,1.73
AUS,4.73,1.75
AUS,4.62,1.76
AUS,4.51,1.78
AUS,4.41,1.78
AUS,4.37,1.78
AUS,4.44,1.79
AUS,4.2,1.77
AUS,3.66,1.73
AUS,3.49,1.72
AUS,3.55,1.7
AUS,3.62,1.7
AUS,3.49,1.72
AUS,3.16,1.7
AUS,3.24,1.72
AUS,3.11,1.77
AUS,3,1.79
AUS,2.95,1.77
AUS,3.05,1.93
AUS,3.02,2.06
AUS,2.82,1.96
AUS,2.8,2.07
AUS,2.76,2.02
AUS,2.6,1.96
AUS,2.58,1.93
AUS,2.58,1.93
AUS,2.59,1.94
AUS,2.61,2.02
AUS,2.62,2.07
AUS,2.63,1.96
AUS,2.66,1.83
AUS,2.68,1.68
AUS,2.69,1.54
AUS,2.7,1.29
AUS,2.65,1.11
AUS,2.63,0.98
AUS,2.66,0.98
AUS,2.72,0.88
AUS,2.75,0.91
AUS,2.75,0.9
AUS,2.7,0.89
AUS,2.36,0.89
AUS,2.3,0.53
AUS,2.25,0.17
AUS,2.15,0.1
AUS,2.15,0.1
AUS,2.14,0.1
AUS,2.14,0.1
AUS,2.17,0.09
AUS,2.15,0.07
AUS,2.22,0.02
AUS,2.34,0.02
AUS,2.3,0.01
AUS,2.28,0.01
IRL,12.38,8.19
IRL,12.69,8.31
IRL,13,8.19
IRL,12.81,9.19
IRL,12.38,9.44
IRL,12.38,10.5
IRL,13.5,9.94
IRL,13.38,10.22
IRL,13,10.69
IRL,13.31,11.75
IRL,14.94,11.88
IRL,15,12.12
IRL,14.69,12
IRL,14.69,12.31
IRL,13.86,12.31
IRL,12.94,12
IRL,12.44,11.06
IRL,11.56,10.31
IRL,10.18,10.69
IRL,10.31,11.31
IRL,10.06,11
IRL,10.06,10.44
IRL,10.62,10.75
IRL,11.69,11.5
IRL,15.12,11.19
IRL,16.06,11.12
IRL,14.5,10.69
IRL,11.25,10.19
IRL,10.25,10.19
IRL,9.19,10.12
IRL,10.12,10.16
IRL,10.62,10
IRL,11,10.06
IRL,13.88,10.22
IRL,14.38,10.44
IRL,13.88,10.75
IRL,14.06,10.5
IRL,14.25,10.38
IRL,13.12,10.69
IRL,11.19,10.38
IRL,11.12,10
IRL,10.44,10.12
IRL,9.69,10.44
IRL,9.94,10.81
IRL,9,16.5
IRL,9.19,14.5
IRL,9.19,40
IRL,8.81,17.5
IRL,8.56,24.5
IRL,8.88,13.79
IRL,8.56,9.4
IRL,8.06,8.38
IRL,7.31,7.56
IRL,7.69,6.48
IRL,7.81,6.33
IRL,8.06,6.56
IRL,7.56,6.93
IRL,7.62,6.64
IRL,8.06,6.52
IRL,8.38,6.34
IRL,8.19,5.91
IRL,8.31,6.14
IRL,8.19,6.31
IRL,9.19,5.99
IRL,9.44,5.75
IRL,10.5,5.56
IRL,9.94,5.75
IRL,10.22,6.25
IRL,10.69,5.75
IRL,11.75,5.5
IRL,11.88,5.81
IRL,12.12,6.44
IRL,12,6.13
IRL,12.31,6.44
IRL,12.31,7
IRL,12,6.81
IRL,11.06,6.63
IRL,10.31,6.75
IRL,10.69,6.5
IRL,11.31,6.08
IRL,11,5.88
IRL,10.44,5.58
IRL,10.75,5.69
IRL,11.5,5.48
IRL,11.19,5.09
IRL,11.12,5.13
IRL,10.69,5.1
IRL,10.19,4.96
IRL,10.19,5.13
IRL,10.12,5.24
IRL,10.16,5.57
IRL,10,5.84
IRL,10.06,5.69
IRL,10.22,5.7
IRL,10.44,5.68
IRL,10.75,5.89
IRL,10.5,5.84
IRL,10.38,5.76
IRL,10.69,5.73
IRL,10.38,6.25
IRL,10,6.2
IRL,10.12,6.25
IRL,10.44,6.26
IRL,10.81,6.23
IRL,16.5,6.17
IRL,14.5,6.14
IRL,40,6.2
IRL,17.5,6.07
IRL,24.5,6.05
IRL,13.79,6.05
IRL,9.4,5.66
IRL,8.38,6.14
IRL,7.56,6.42
IRL,6.48,6.2
IRL,6.33,6.19
IRL,6.56,6.08
IRL,6.93,5.42
IRL,6.64,4.01
IRL,6.52,3.67
IRL,6.34,3.22
IRL,5.91,3.1321
IRL,6.14,3.0934
IRL,6.31,3.0467
IRL,5.99,2.6965
IRL,5.75,2.579
IRL,5.56,2.6267
IRL,5.75,2.6765
IRL,6.25,2.695
IRL,5.75,2.7267
IRL,5.5,3.3757
IRL,5.81,3.4677
IRL,6.44,3.446
IRL,6.13,3.3431
IRL,6.44,3.5368
IRL,7,3.747
IRL,6.81,3.9253
IRL,6.63,4.362
IRL,6.75,4.5017
IRL,6.5,4.5829
IRL,6.08,4.7771
IRL,5.88,4.8528
IRL,5.58,5.0413
IRL,5.69,5.092
IRL,5.48,4.9392
IRL,5.09,4.7707
IRL,5.13,4.7558
IRL,5.1,4.7086
IRL,4.96,4.682
IRL,5.13,4.6367
IRL,5.24,4.4536
IRL,5.57,4.4671
IRL,5.84,4.3535
IRL,5.69,3.9829
IRL,5.7,3.5999
IRL,5.68,3.3857
IRL,5.89,3.3449
IRL,5.84,3.3388
IRL,5.76,3.3571
IRL,5.73,3.3908
IRL,6.25,3.4069
IRL,6.2,3.4671
IRL,6.25,3.464
IRL,6.26,3.41
IRL,6.23,3.3519
IRL,6.17,3.3101
IRL,6.14,3.2613
IRL,6.2,3.1241
IRL,6.07,2.941
IRL,6.05,2.8318
IRL,6.05,2.6875
IRL,5.66,2.53
IRL,6.14,2.5333
IRL,6.42,2.4005
IRL,6.2,2.1519
IRL,6.19,2.13
IRL,6.08,2.1404
IRL,5.42,2.1473
IRL,4.01,2.1436
IRL,3.67,2.159
IRL,3.22,2.1463
IRL,3.1321,2.0895
IRL,3.0934,2.0705
IRL,3.0467,2.0288
IRL,2.6965,2.0488
IRL,2.579,2.0859
IRL,2.6267,2.1127
IRL,2.6765,2.116
IRL,2.695,2.1143
IRL,2.7267,2.1186
IRL,3.3757,2.1473
IRL,3.4677,2.1703
IRL,3.446,2.1732
IRL,3.3431,2.1454
IRL,3.5368,2.1383
IRL,3.747,2.1372
IRL,3.9253,2.1372
IRL,4.362,2.1256
IRL,4.5017,2.111
IRL,4.5829,2.1194
IRL,4.7771,2.1325
IRL,4.8528,2.1391
IRL,5.0413,2.1966
IRL,5.092,2.3609
IRL,4.9392,2.4729
IRL,4.7707,2.5117
IRL,4.7558,2.6004
IRL,4.7086,2.7226
IRL,4.682,2.7938
IRL,4.6367,2.889
IRL,4.4536,2.9857
IRL,4.4671,3.1022
IRL,4.3535,3.2265
IRL,3.9829,3.3354
IRL,3.5999,3.502
IRL,3.3857,3.5972
IRL,3.3449,3.6842
IRL,3.3388,3.7519
IRL,3.3571,3.8182
IRL,3.3908,3.8909
IRL,3.4069,3.9753
IRL,3.4671,4.0714
IRL,3.464,4.1478
IRL,3.41,4.2162
IRL,3.3519,4.5436
IRL,3.3101,4.7417
IRL,3.2613,4.6874
IRL,3.1241,4.6385
IRL,2.941,4.8484
IRL,2.8318,4.4815
IRL,2.6875,4.3621
IRL,2.53,4.5964
IRL,2.5333,4.7835
IRL,2.4005,4.8574
IRL,2.1519,4.9405
IRL,2.13,4.961
IRL,2.1404,4.9652
IRL,2.1473,5.0192
IRL,2.1436,5.1131
IRL,2.159,4.2383
IRL,2.1463,3.2926
IRL,2.0895,2.4565
IRL,2.0705,1.9431
IRL,2.0288,1.6355
IRL,2.0488,1.4223
IRL,2.0859,1.2817
IRL,2.1127,1.2279
IRL,2.116,0.975
IRL,2.1143,0.8605
IRL,2.1186,0.7721
IRL,2.1473,0.7375
IRL,2.1703,0.7162
IRL,2.1732,0.712
IRL,2.1454,0.6797
IRL,2.1383,0.6617
IRL,2.1372,0.645
IRL,2.1372,0.6447
IRL,2.1256,0.6865
IRL,2.111,0.7276
IRL,2.1194,0.8488
IRL,2.1325,0.8955
IRL,2.1391,0.8805
IRL,2.1966,0.9977
IRL,2.3609,1.042
IRL,2.4729,1.0217
IRL,2.5117,1.0172
IRL,2.6004,1.0867
IRL,2.7226,1.1755
IRL,2.7938,1.3212
IRL,2.889,1.4251
IRL,2.9857,1.4886
IRL,3.1022,1.5976
IRL,3.2265,1.5521
IRL,3.3354,1.5365
IRL,3.502,1.5759
IRL,3.5972,1.4847
IRL,3.6842,1.4261
IRL,3.7519,1.2222
IRL,3.8182,1.0483
IRL,3.8909,0.8585
IRL,3.9753,0.7443
IRL,4.0714,0.6849
IRL,4.1478,0.6589
